user_id,created_at,company_id,language,activated_at,state
80,2013-01-08 06:19,925,spanish,2013-01-08 06:20,active
81,2013-01-08 10:19,10217,russian,,pending
82,2013-01-09 08:52,12403,english,,pending
83,2013-01-09 16:40,2343,english,2013-01-09 16:42,active
84,2013-01-09 17:14,9501,english,2013-01-09 17:16,active
85,2013-01-09 08:43,9531,spanish,,pending
86,2013-01-09 13:24,1,indian,2013-01-09 13:25,active
87,2013-01-09 09:54,95,english,2013-01-09 09:56,active
88,2013-01-09 15:43,3629,english,,pending
89,2013-01-09 17:17,100,french,,pending
90,2013-01-09 12:27,789,english,2013-01-09 12:29,active
91,2013-01-09 12:34,5895,arabic,,pending
92,2013-01-09 10:45,1,english,2013-01-09 10:46,active
93,2013-01-10 18:05,11406,italian,,pending
94,2013-01-10 18:07,1,english,,pending
95,2013-01-10 11:01,11485,english,,pending
96,2013-01-10 19:23,9728,indian,,pending
97,2013-01-10 12:32,7578,french,2013-01-10 12:33,active
98,2013-01-10 10:23,9136,portugese,2013-01-10 10:25,active
99,2013-01-10 11:00,7,english,2013-01-10 11:02,active
100,2013-01-10 12:51,1,english,,pending
101,2013-01-10 13:05,5343,french,2013-01-10 13:07,active
102,2013-01-10 11:47,9294,english,,pending
103,2013-01-10 13:05,44,portugese,2013-01-10 13:06,active
104,2013-01-10 17:23,4936,english,2013-01-10 17:25,active
105,2013-01-11 13:25,12000,english,2013-01-11 13:26,active
106,2013-01-11 23:23,12473,italian,2013-01-11 23:25,active
107,2013-01-11 12:28,12411,english,2013-01-11 12:30,active
108,2013-01-11 16:36,8,japanese,2013-01-11 16:37,active
109,2013-01-11 16:34,1777,spanish,,pending
110,2013-01-11 08:40,87,english,,pending
111,2013-01-11 16:17,2,arabic,2013-01-11 16:18,active
112,2013-01-11 17:03,11414,german,,pending
113,2013-01-11 10:52,457,german,2013-01-11 10:54,active
114,2013-01-11 17:59,2696,english,,pending
115,2013-01-11 22:10,2361,chinese,,pending
116,2013-01-12 03:07,1,english,,pending
117,2013-01-12 16:17,8636,japanese,2013-01-12 16:19,active
118,2013-01-12 15:29,1,english,2013-01-12 15:31,active
119,2013-01-12 15:47,5,english,2013-01-12 15:48,active
120,2013-01-13 16:00,376,japanese,2013-01-13 16:02,active
121,2013-01-13 15:04,9770,chinese,2013-01-13 15:05,active
122,2013-01-13 17:22,274,english,,pending
123,2013-01-14 15:12,219,spanish,2013-01-14 15:14,active
124,2013-01-14 20:22,9039,german,2013-01-14 20:24,active
125,2013-01-14 13:25,10578,english,,pending
126,2013-01-14 15:59,3,arabic,,pending
127,2013-01-14 12:00,12072,arabic,,pending
128,2013-01-14 18:39,2470,russian,2013-01-14 18:40,active
129,2013-01-14 10:08,6,spanish,2013-01-14 10:10,active
130,2013-01-14 10:04,2,german,2013-01-14 10:05,active
131,2013-01-14 14:00,2637,french,,pending
132,2013-01-14 09:09,23,portugese,2013-01-14 09:10,active
133,2013-01-14 00:17,101,french,2013-01-14 00:19,active
134,2013-01-14 09:34,1914,japanese,2013-01-14 09:36,active
135,2013-01-14 12:55,5981,arabic,,pending
136,2013-01-15 14:33,11080,spanish,2013-01-15 14:35,active
137,2013-01-15 08:50,2837,english,2013-01-15 08:51,active
138,2013-01-15 23:36,2541,indian,2013-01-15 23:37,active
139,2013-01-15 16:16,467,japanese,2013-01-15 16:17,active
140,2013-01-15 13:01,11088,japanese,2013-01-15 13:03,active
141,2013-01-15 11:02,49,english,,pending
142,2013-01-15 11:16,2861,english,2013-01-15 11:18,active
143,2013-01-15 00:14,2,indian,2013-01-15 00:16,active
144,2013-01-15 17:07,36,english,2013-01-15 17:09,active
145,2013-01-15 09:53,1118,english,2013-01-15 09:54,active
146,2013-01-15 16:46,12768,japanese,,pending
147,2013-01-15 18:52,9001,japanese,,pending
148,2013-01-15 20:09,12534,japanese,,pending
149,2013-01-15 14:16,2872,english,2013-01-15 14:18,active
150,2013-01-15 11:24,908,english,2013-01-15 11:26,active
151,2013-01-16 14:40,511,english,2013-01-16 14:41,active
152,2013-01-16 13:01,6474,russian,,pending
153,2013-01-16 17:59,1256,english,2013-01-16 18:01,active
154,2013-01-16 12:29,5385,english,2013-01-16 12:30,active
155,2013-01-16 14:40,2889,english,2013-01-16 14:41,active
156,2013-01-16 18:49,1210,english,2013-01-16 18:51,active
157,2013-01-16 12:49,4749,english,,pending
158,2013-01-16 10:46,5825,arabic,,pending
159,2013-01-16 11:58,5849,english,2013-01-16 11:59,active
160,2013-01-16 11:13,12283,indian,,pending
161,2013-01-16 09:29,4529,japanese,,pending
162,2013-01-16 11:07,8667,spanish,,pending
163,2013-01-16 11:35,1092,arabic,2013-01-16 11:36,active
164,2013-01-16 14:36,4807,german,,pending
165,2013-01-17 07:12,6230,spanish,2013-01-17 07:14,active
166,2013-01-17 17:23,12205,english,2013-01-17 17:25,active
167,2013-01-17 07:00,1214,english,2013-01-17 07:01,active
168,2013-01-17 09:22,5,japanese,,pending
169,2013-01-17 07:46,825,spanish,,pending
170,2013-01-17 09:14,11,english,2013-01-17 09:15,active
171,2013-01-17 17:54,13001,korean,2013-01-17 17:56,active
172,2013-01-17 05:13,4196,chinese,2013-01-17 05:14,active
173,2013-01-17 17:25,11339,french,2013-01-17 17:26,active
174,2013-01-17 10:07,478,english,,pending
175,2013-01-17 12:04,3717,french,2013-01-17 12:05,active
176,2013-01-17 17:28,127,french,,pending
177,2013-01-17 07:11,11952,italian,2013-01-17 07:13,active
178,2013-01-18 17:51,2730,spanish,2013-01-18 17:52,active
179,2013-01-18 08:24,2976,portugese,2013-01-18 08:25,active
180,2013-01-18 04:29,1,german,,pending
181,2013-01-18 13:06,2882,spanish,2013-01-18 13:08,active
182,2013-01-18 01:04,2596,indian,2013-01-18 01:05,active
183,2013-01-18 13:00,4924,english,,pending
184,2013-01-18 17:08,6426,french,2013-01-18 17:09,active
185,2013-01-18 18:59,3109,english,2013-01-18 19:00,active
186,2013-01-18 16:10,753,chinese,2013-01-18 16:11,active
187,2013-01-18 16:11,9,english,,pending
188,2013-01-18 11:16,130,japanese,2013-01-18 11:18,active
189,2013-01-18 10:13,780,english,,pending
190,2013-01-18 09:03,12823,english,2013-01-18 09:04,active
191,2013-01-18 02:54,10553,english,2013-01-18 02:55,active
192,2013-01-19 10:13,11020,english,,pending
193,2013-01-19 12:21,1436,indian,,pending
194,2013-01-19 18:48,36,english,2013-01-19 18:50,active
195,2013-01-19 23:44,6245,italian,,pending
196,2013-01-20 17:47,1346,japanese,2013-01-20 17:49,active
197,2013-01-20 14:00,9274,french,,pending
198,2013-01-20 23:59,12069,english,,pending
199,2013-01-20 09:27,9284,french,,pending
200,2013-01-21 14:06,11258,french,,pending
201,2013-01-21 09:34,8624,english,2013-01-21 09:35,active
202,2013-01-21 13:17,2443,english,,pending
203,2013-01-21 09:36,11741,japanese,2013-01-21 09:38,active
204,2013-01-21 07:16,108,japanese,,pending
205,2013-01-21 11:18,13008,japanese,,pending
206,2013-01-21 18:56,5730,english,2013-01-21 18:58,active
207,2013-01-21 12:29,6219,german,,pending
208,2013-01-21 11:54,7314,french,2013-01-21 11:56,active
209,2013-01-21 17:07,14,english,2013-01-21 17:08,active
210,2013-01-21 12:07,5,italian,,pending
211,2013-01-21 14:51,748,spanish,2013-01-21 14:52,active
212,2013-01-21 19:49,4582,indian,2013-01-21 19:51,active
213,2013-01-22 10:58,12023,english,,pending
214,2013-01-22 10:38,44,russian,2013-01-22 10:40,active
215,2013-01-22 02:11,36,english,2013-01-22 02:13,active
216,2013-01-22 06:36,12567,german,,pending
217,2013-01-22 12:09,4001,english,2013-01-22 12:10,active
218,2013-01-22 19:14,2847,english,,pending
219,2013-01-22 04:16,7334,spanish,,pending
220,2013-01-22 11:23,7,english,2013-01-22 11:24,active
221,2013-01-22 22:09,2234,chinese,2013-01-22 22:11,active
222,2013-01-22 15:40,15,french,,pending
223,2013-01-22 03:01,3638,english,,pending
224,2013-01-22 17:04,5793,german,,pending
225,2013-01-22 23:45,13182,english,,pending
226,2013-01-23 11:35,6489,english,2013-01-23 11:37,active
227,2013-01-23 12:17,6,english,2013-01-23 12:19,active
228,2013-01-23 20:10,5155,english,2013-01-23 20:11,active
229,2013-01-23 18:43,45,english,,pending
230,2013-01-23 11:16,5386,french,2013-01-23 11:17,active
231,2013-01-23 15:39,7632,japanese,,pending
232,2013-01-23 06:51,9781,spanish,2013-01-23 06:53,active
233,2013-01-23 13:26,10502,french,,pending
234,2013-01-23 07:21,6745,english,,pending
235,2013-01-23 15:10,893,indian,2013-01-23 15:11,active
236,2013-01-23 03:42,10137,english,,pending
237,2013-01-23 16:40,10034,spanish,,pending
238,2013-01-23 09:31,5782,english,,pending
239,2013-01-23 15:06,9059,japanese,2013-01-23 15:08,active
240,2013-01-24 00:20,42,korean,,pending
241,2013-01-24 21:15,5043,indian,,pending
242,2013-01-24 12:33,6427,arabic,,pending
243,2013-01-24 12:53,4181,spanish,2013-01-24 12:54,active
244,2013-01-24 15:09,4199,english,2013-01-24 15:11,active
245,2013-01-24 11:31,5344,arabic,,pending
246,2013-01-24 11:25,5,german,2013-01-24 11:26,active
247,2013-01-24 15:19,3977,chinese,2013-01-24 15:20,active
248,2013-01-24 19:19,7608,chinese,,pending
249,2013-01-24 06:07,2,korean,,pending
250,2013-01-24 18:40,9564,english,,pending
251,2013-01-24 20:42,15,indian,,pending
252,2013-01-24 10:33,4285,english,,pending
253,2013-01-24 22:21,11615,english,2013-01-24 22:22,active
254,2013-01-25 13:43,3715,arabic,2013-01-25 13:44,active
255,2013-01-25 13:19,4127,russian,,pending
256,2013-01-25 08:53,1620,english,,pending
257,2013-01-25 08:51,11452,french,,pending
258,2013-01-25 11:16,10677,french,,pending
259,2013-01-25 13:17,5165,english,2013-01-25 13:18,active
260,2013-01-25 02:58,609,chinese,2013-01-25 02:59,active
261,2013-01-25 19:32,1103,english,2013-01-25 19:34,active
262,2013-01-25 11:18,284,italian,2013-01-25 11:20,active
263,2013-01-25 08:04,1577,english,,pending
264,2013-01-25 11:02,56,japanese,2013-01-25 11:03,active
265,2013-01-25 18:07,10702,russian,,pending
266,2013-01-25 15:09,8842,english,2013-01-25 15:10,active
267,2013-01-25 04:22,275,french,,pending
268,2013-01-25 10:45,193,english,2013-01-25 10:47,active
269,2013-01-25 08:33,55,portugese,,pending
270,2013-01-26 08:40,11925,french,2013-01-26 08:42,active
271,2013-01-26 16:27,39,english,2013-01-26 16:28,active
272,2013-01-26 13:03,10758,chinese,2013-01-26 13:04,active
273,2013-01-27 17:57,10427,russian,,pending
274,2013-01-27 16:51,1969,arabic,,pending
275,2013-01-27 11:21,13020,japanese,,pending
276,2013-01-27 13:56,2225,italian,2013-01-27 13:58,active
277,2013-01-28 09:57,9486,english,,pending
278,2013-01-28 16:36,5,english,2013-01-28 16:38,active
279,2013-01-28 09:23,303,english,,pending
280,2013-01-28 16:50,24,german,,pending
281,2013-01-28 10:46,175,english,2013-01-28 10:48,active
282,2013-01-28 15:30,11425,english,,pending
283,2013-01-28 01:05,4890,french,,pending
284,2013-01-28 17:39,2471,english,,pending
285,2013-01-28 11:13,11340,german,2013-01-28 11:14,active
286,2013-01-28 05:44,12299,japanese,2013-01-28 05:45,active
287,2013-01-28 06:55,4590,english,2013-01-28 06:56,active
288,2013-01-28 23:39,8264,russian,2013-01-28 23:41,active
289,2013-01-28 00:14,150,german,2013-01-28 00:16,active
290,2013-01-28 10:59,2,german,,pending
291,2013-01-29 07:41,12539,french,,pending
292,2013-01-29 02:48,484,english,,pending
293,2013-01-29 00:58,6553,english,,pending
294,2013-01-29 19:43,8860,japanese,,pending
295,2013-01-29 18:42,10319,french,,pending
296,2013-01-29 03:36,9087,english,,pending
297,2013-01-29 15:01,9077,indian,2013-01-29 15:02,active
298,2013-01-29 16:10,85,chinese,,pending
299,2013-01-29 20:51,38,german,,pending
300,2013-01-29 19:58,624,russian,2013-01-29 20:00,active
301,2013-01-29 09:18,3,arabic,2013-01-29 09:19,active
302,2013-01-29 08:41,7925,english,,pending
303,2013-01-29 14:05,2094,english,,pending
304,2013-01-29 18:58,6796,chinese,,pending
305,2013-01-30 10:22,9876,indian,2013-01-30 10:24,active
306,2013-01-30 10:24,6,japanese,2013-01-30 10:26,active
307,2013-01-30 17:48,8,japanese,2013-01-30 17:50,active
308,2013-01-30 10:30,75,english,,pending
309,2013-01-30 14:39,94,portugese,2013-01-30 14:41,active
310,2013-01-30 13:35,3696,japanese,,pending
311,2013-01-30 17:04,113,indian,,pending
312,2013-01-30 04:20,13011,english,2013-01-30 04:21,active
313,2013-01-30 23:08,10354,german,,pending
314,2013-01-30 17:15,225,english,,pending
315,2013-01-30 15:08,1,japanese,,pending
316,2013-01-30 17:11,1193,japanese,,pending
317,2013-01-30 16:40,18,spanish,,pending
318,2013-01-30 15:53,4801,arabic,2013-01-30 15:54,active
319,2013-01-31 00:34,3,spanish,2013-01-31 00:35,active
320,2013-01-31 18:59,7667,english,,pending
321,2013-01-31 18:04,12769,arabic,2013-01-31 18:06,active
322,2013-01-31 16:48,85,portugese,2013-01-31 16:49,active
323,2013-01-31 18:52,3852,english,2013-01-31 18:54,active
324,2013-01-31 08:59,3,japanese,,pending
325,2013-01-31 10:41,3532,english,,pending
326,2013-01-31 16:28,3431,french,2013-01-31 16:29,active
327,2013-01-31 13:17,7187,english,,pending
328,2013-01-31 08:05,13094,english,,pending
329,2013-01-31 11:59,2,english,,pending
330,2013-01-31 10:54,6999,japanese,2013-01-31 10:56,active
331,2013-01-31 18:04,6035,english,,pending
332,2013-02-01 16:27,219,english,2013-02-01 16:28,active
333,2013-02-01 13:27,4182,english,,pending
334,2013-02-01 15:43,6527,english,,pending
335,2013-02-01 07:47,2930,spanish,2013-02-01 07:48,active
336,2013-02-01 13:10,10093,chinese,,pending
337,2013-02-01 15:40,8766,chinese,,pending
338,2013-02-01 10:17,2,spanish,2013-02-01 10:19,active
339,2013-02-01 05:11,9900,french,,pending
340,2013-02-01 23:53,5168,italian,,pending
341,2013-02-01 21:52,4201,english,2013-02-01 21:54,active
342,2013-02-01 18:25,8697,german,,pending
343,2013-02-01 09:28,2591,english,,pending
344,2013-02-02 17:18,1,english,,pending
345,2013-02-02 15:23,10442,english,2013-02-02 15:25,active
346,2013-02-02 18:28,6010,english,2013-02-02 18:30,active
347,2013-02-02 20:05,10,german,2013-02-02 20:07,active
348,2013-02-03 12:15,3,english,,pending
349,2013-02-03 23:35,7321,arabic,2013-02-03 23:37,active
350,2013-02-03 08:35,8807,japanese,,pending
351,2013-02-03 21:00,757,german,,pending
352,2013-02-04 01:51,8809,english,,pending
353,2013-02-04 10:32,4122,english,2013-02-04 10:33,active
354,2013-02-04 03:22,445,french,,pending
355,2013-02-04 21:35,12167,chinese,2013-02-04 21:37,active
356,2013-02-04 08:28,11,english,,pending
357,2013-02-04 10:51,11842,english,,pending
358,2013-02-04 17:22,3403,english,,pending
359,2013-02-04 15:58,8083,english,2013-02-04 16:00,active
360,2013-02-04 19:33,10506,spanish,2013-02-04 19:34,active
361,2013-02-04 13:09,1,chinese,2013-02-04 13:11,active
362,2013-02-04 13:28,35,japanese,2013-02-04 13:30,active
363,2013-02-04 11:56,12020,english,2013-02-04 11:57,active
364,2013-02-04 08:26,343,chinese,,pending
365,2013-02-04 03:53,10053,spanish,2013-02-04 03:55,active
366,2013-02-04 13:07,6145,japanese,2013-02-04 13:09,active
367,2013-02-04 12:41,5886,english,2013-02-04 12:42,active
368,2013-02-05 17:24,17,english,,pending
369,2013-02-05 14:28,5596,english,2013-02-05 14:30,active
370,2013-02-05 14:17,6795,french,2013-02-05 14:18,active
371,2013-02-05 14:53,8118,japanese,,pending
372,2013-02-05 14:39,1,english,2013-02-05 14:41,active
373,2013-02-05 17:34,9190,spanish,2013-02-05 17:35,active
374,2013-02-05 22:03,9830,japanese,2013-02-05 22:04,active
375,2013-02-05 21:14,13125,english,,pending
376,2013-02-05 08:20,5884,german,2013-02-05 08:21,active
377,2013-02-05 13:01,6590,english,2013-02-05 13:02,active
378,2013-02-05 04:00,2376,english,2013-02-05 04:02,active
379,2013-02-05 08:44,4701,french,2013-02-05 08:45,active
380,2013-02-05 10:29,4487,japanese,2013-02-05 10:30,active
381,2013-02-05 00:46,2,english,2013-02-05 00:47,active
382,2013-02-05 16:23,4553,english,,pending
383,2013-02-05 23:47,155,arabic,2013-02-05 23:48,active
384,2013-02-06 18:30,9,spanish,2013-02-06 18:32,active
385,2013-02-06 18:11,159,english,2013-02-06 18:13,active
386,2013-02-06 11:30,6,english,,pending
387,2013-02-06 13:49,3887,english,,pending
388,2013-02-06 10:39,7654,spanish,2013-02-06 10:40,active
389,2013-02-06 01:04,11636,spanish,,pending
390,2013-02-06 20:16,4697,english,2013-02-06 20:17,active
391,2013-02-06 16:39,224,spanish,,pending
392,2013-02-06 16:14,7120,english,,pending
393,2013-02-06 10:46,3,english,2013-02-06 10:47,active
394,2013-02-06 01:41,2475,japanese,,pending
395,2013-02-06 14:13,6522,english,,pending
396,2013-02-06 04:37,9894,english,,pending
397,2013-02-06 06:51,9060,english,2013-02-06 06:53,active
398,2013-02-07 11:34,6572,german,,pending
399,2013-02-07 15:40,13075,english,2013-02-07 15:42,active
400,2013-02-07 02:21,7851,english,,pending
401,2013-02-07 03:23,7978,italian,,pending
402,2013-02-07 18:16,12013,arabic,2013-02-07 18:17,active
403,2013-02-07 15:14,1,russian,2013-02-07 15:17,active
404,2013-02-07 14:03,3453,english,2013-02-07 14:04,active
405,2013-02-07 18:25,349,arabic,2013-02-07 18:26,active
406,2013-02-07 16:56,10036,english,2013-02-07 16:57,active
407,2013-02-07 06:13,6458,chinese,,pending
408,2013-02-07 10:47,36,french,2013-02-07 10:48,active
409,2013-02-07 12:00,1,english,2013-02-07 12:01,active
410,2013-02-07 02:39,7666,english,,pending
411,2013-02-07 13:56,868,italian,2013-02-07 13:58,active
412,2013-02-07 19:13,6078,english,2013-02-07 19:14,active
413,2013-02-08 15:07,8523,english,2013-02-08 15:09,active
414,2013-02-08 15:03,513,indian,2013-02-08 15:05,active
415,2013-02-08 01:56,1,french,,pending
416,2013-02-08 08:16,3972,japanese,,pending
417,2013-02-08 15:56,1,english,2013-02-08 15:57,active
418,2013-02-08 14:19,9945,english,,pending
419,2013-02-08 18:32,12655,english,,pending
420,2013-02-08 04:14,5838,english,2013-02-08 04:16,active
421,2013-02-08 17:29,6000,french,,pending
422,2013-02-08 12:45,9147,indian,,pending
423,2013-02-08 16:01,76,spanish,,pending
424,2013-02-08 07:25,3314,english,,pending
425,2013-02-08 09:51,12578,chinese,,pending
426,2013-02-08 11:10,29,english,,pending
427,2013-02-08 12:25,1,english,,pending
428,2013-02-08 19:02,2,english,2013-02-08 19:04,active
429,2013-02-08 16:34,2876,english,2013-02-08 16:36,active
430,2013-02-08 12:33,10,chinese,2013-02-08 12:35,active
431,2013-02-09 17:59,45,english,,pending
432,2013-02-09 13:01,21,english,2013-02-09 13:03,active
433,2013-02-09 08:59,9806,french,,pending
434,2013-02-09 13:52,329,french,2013-02-09 13:54,active
435,2013-02-10 07:26,5408,english,,pending
436,2013-02-10 12:22,15,english,,pending
437,2013-02-10 09:57,8635,portugese,2013-02-10 09:59,active
438,2013-02-10 15:54,5,spanish,,pending
439,2013-02-11 08:48,2147,german,2013-02-11 08:49,active
440,2013-02-11 08:14,1705,english,,pending
441,2013-02-11 11:33,25,english,2013-02-11 11:35,active
442,2013-02-11 08:33,27,arabic,,pending
443,2013-02-11 14:24,4822,english,2013-02-11 14:26,active
444,2013-02-11 13:45,10576,spanish,,pending
445,2013-02-11 12:32,73,french,,pending
446,2013-02-11 14:00,5878,english,,pending
447,2013-02-11 03:06,11949,french,,pending
448,2013-02-11 13:37,9602,chinese,,pending
449,2013-02-11 18:08,12098,indian,,pending
450,2013-02-11 15:48,4787,chinese,,pending
451,2013-02-11 19:44,8999,german,2013-02-11 19:46,active
452,2013-02-11 11:02,6326,english,,pending
453,2013-02-12 14:26,6781,german,2013-02-12 14:28,active
454,2013-02-12 09:41,6039,french,2013-02-12 09:42,active
455,2013-02-12 10:57,1538,indian,,pending
456,2013-02-12 18:41,2086,english,,pending
457,2013-02-12 18:13,4485,english,2013-02-12 18:15,active
458,2013-02-12 17:51,6504,english,,pending
459,2013-02-12 15:25,3734,french,,pending
460,2013-02-12 08:41,3309,english,2013-02-12 08:42,active
461,2013-02-12 11:14,3,korean,2013-02-12 11:15,active
462,2013-02-12 22:33,4,korean,2013-02-12 22:34,active
463,2013-02-12 09:47,4793,english,,pending
464,2013-02-12 18:16,1111,russian,2013-02-12 18:17,active
465,2013-02-12 05:11,1909,english,,pending
466,2013-02-12 18:53,9750,spanish,2013-02-12 18:55,active
467,2013-02-12 11:16,12486,japanese,2013-02-12 11:17,active
468,2013-02-13 03:28,4508,english,,pending
469,2013-02-13 15:01,3613,spanish,2013-02-13 15:03,active
470,2013-02-13 15:01,399,english,2013-02-13 15:03,active
471,2013-02-13 14:34,21,chinese,2013-02-13 14:35,active
472,2013-02-13 22:35,2,portugese,,pending
473,2013-02-13 09:53,10534,russian,,pending
474,2013-02-13 17:15,6032,english,2013-02-13 17:16,active
475,2013-02-13 13:10,9571,spanish,,pending
476,2013-02-13 04:39,7424,english,,pending
477,2013-02-13 08:52,1,english,,pending
478,2013-02-13 13:11,4410,english,2013-02-13 13:12,active
479,2013-02-13 10:41,9751,english,2013-02-13 10:42,active
480,2013-02-13 14:30,9617,english,,pending
481,2013-02-13 18:11,9954,japanese,,pending
482,2013-02-13 15:03,13168,english,2013-02-13 15:04,active
483,2013-02-13 15:09,11571,spanish,,pending
484,2013-02-14 18:47,4896,russian,2013-02-14 18:49,active
485,2013-02-14 03:36,105,german,2013-02-14 03:38,active
486,2013-02-14 10:39,4632,english,,pending
487,2013-02-14 13:35,1267,english,2013-02-14 13:36,active
488,2013-02-14 13:29,3,english,2013-02-14 13:31,active
489,2013-02-14 07:17,773,russian,2013-02-14 07:19,active
490,2013-02-14 20:27,3562,spanish,2013-02-14 20:29,active
491,2013-02-14 06:46,2,indian,2013-02-14 06:47,active
492,2013-02-14 13:11,8821,english,2013-02-14 13:13,active
493,2013-02-14 11:33,4294,japanese,2013-02-14 11:34,active
494,2013-02-14 16:28,79,english,2013-02-14 16:30,active
495,2013-02-14 16:20,2927,english,2013-02-14 16:21,active
496,2013-02-15 15:45,4874,french,,pending
497,2013-02-15 11:32,781,italian,2013-02-15 11:33,active
498,2013-02-15 17:03,12585,english,2013-02-15 17:04,active
499,2013-02-15 21:06,9408,english,,pending
500,2013-02-15 14:26,460,english,,pending
501,2013-02-15 13:14,9,english,2013-02-15 13:15,active
502,2013-02-15 03:30,8880,arabic,,pending
503,2013-02-15 01:49,4563,english,2013-02-15 01:50,active
504,2013-02-15 12:47,5444,spanish,,pending
505,2013-02-15 10:01,3,english,,pending
506,2013-02-15 09:00,4622,indian,,pending
507,2013-02-15 01:51,548,english,,pending
508,2013-02-15 09:14,2,english,,pending
509,2013-02-15 18:19,7884,english,,pending
510,2013-02-15 18:53,11289,english,,pending
511,2013-02-16 23:21,8845,english,,pending
512,2013-02-16 19:41,6996,english,,pending
513,2013-02-16 10:34,700,spanish,2013-02-16 10:35,active
514,2013-02-16 21:58,8125,japanese,2013-02-16 22:00,active
515,2013-02-17 10:15,2253,english,2013-02-17 10:16,active
516,2013-02-17 23:01,9,english,2013-02-17 23:03,active
517,2013-02-17 11:17,11239,english,2013-02-17 11:19,active
518,2013-02-17 08:00,421,english,2013-02-17 08:02,active
519,2013-02-17 17:37,10492,english,,pending
520,2013-02-18 10:23,12719,english,,pending
