 ,occurred_at,action,user_type
8,2014-08-05 09:30,sent_weekly_digest,3
8,2014-08-12 09:30,sent_weekly_digest,3
8,2014-08-19 09:30,sent_weekly_digest,3
8,2014-08-26 09:30,sent_weekly_digest,3
11,2014-05-06 09:30,sent_weekly_digest,1
11,2014-05-13 09:30,sent_weekly_digest,1
11,2014-05-20 09:30,sent_weekly_digest,1
11,2014-05-27 09:30,sent_weekly_digest,1
11,2014-06-03 09:30,sent_weekly_digest,1
11,2014-06-10 09:30,sent_weekly_digest,1
11,2014-06-10 09:30,email_open,1
11,2014-06-17 09:30,sent_weekly_digest,1
11,2014-06-17 09:30,email_open,1
11,2014-06-17 09:30,email_clickthrough,1
11,2014-06-24 09:30,sent_weekly_digest,1
11,2014-07-01 09:30,sent_weekly_digest,1
11,2014-07-08 09:30,sent_weekly_digest,1
11,2014-07-08 09:30,email_open,1
11,2014-07-15 09:30,sent_weekly_digest,1
11,2014-07-22 09:30,sent_weekly_digest,1
11,2014-07-29 09:30,sent_weekly_digest,1
11,2014-07-29 09:30,email_open,1
11,2014-07-29 09:31,email_clickthrough,1
11,2014-08-05 09:30,sent_weekly_digest,1
11,2014-08-12 09:30,sent_weekly_digest,1
11,2014-08-19 09:30,sent_weekly_digest,1
11,2014-08-26 09:30,sent_weekly_digest,1
11,2014-08-26 09:30,email_open,1
17,2014-05-07 09:30,sent_weekly_digest,1
17,2014-05-14 09:30,sent_weekly_digest,1
17,2014-05-21 09:30,sent_weekly_digest,1
17,2014-05-21 09:30,email_open,1
17,2014-05-28 09:30,sent_weekly_digest,1
17,2014-06-04 09:30,sent_weekly_digest,1
17,2014-06-11 09:30,sent_weekly_digest,1
17,2014-06-18 09:30,sent_weekly_digest,1
17,2014-06-25 09:30,sent_weekly_digest,1
17,2014-07-02 09:30,sent_weekly_digest,1
17,2014-07-09 09:30,sent_weekly_digest,1
17,2014-07-16 09:30,sent_weekly_digest,1
17,2014-07-23 09:30,sent_weekly_digest,1
17,2014-07-30 09:30,sent_weekly_digest,1
17,2014-07-30 09:30,email_open,1
17,2014-07-30 09:31,email_clickthrough,1
17,2014-08-06 09:30,sent_weekly_digest,1
17,2014-08-06 09:30,email_open,1
17,2014-08-13 09:30,sent_weekly_digest,1
17,2014-08-20 09:30,sent_weekly_digest,1
17,2014-08-20 09:30,email_open,1
17,2014-08-27 09:30,sent_weekly_digest,1
19,2014-05-07 09:30,sent_weekly_digest,1
19,2014-05-14 09:30,sent_weekly_digest,1
19,2014-05-21 09:30,sent_weekly_digest,1
19,2014-05-28 09:30,sent_weekly_digest,1
19,2014-06-04 09:30,sent_weekly_digest,1
19,2014-06-04 09:30,email_open,1
19,2014-06-04 09:30,email_clickthrough,1
19,2014-06-11 09:30,sent_weekly_digest,1
19,2014-06-18 09:30,sent_weekly_digest,1
19,2014-06-25 09:30,sent_weekly_digest,1
19,2014-07-02 09:30,sent_weekly_digest,1
19,2014-07-02 09:30,email_open,1
19,2014-07-09 09:30,sent_weekly_digest,1
19,2014-07-16 09:30,sent_weekly_digest,1
19,2014-07-23 09:30,sent_weekly_digest,1
19,2014-07-30 09:30,sent_weekly_digest,1
19,2014-08-06 09:30,sent_weekly_digest,1
19,2014-08-06 09:30,email_open,1
19,2014-08-13 09:30,sent_weekly_digest,1
19,2014-08-13 09:30,email_open,1
19,2014-08-20 09:30,sent_weekly_digest,1
19,2014-08-27 09:30,sent_weekly_digest,1
19,2014-08-27 09:30,email_open,1
20,2014-05-07 09:30,sent_weekly_digest,2
20,2014-05-14 09:30,sent_weekly_digest,2
20,2014-05-21 09:30,sent_weekly_digest,2
20,2014-05-28 09:30,sent_weekly_digest,2
20,2014-06-04 09:30,sent_weekly_digest,2
20,2014-06-11 09:30,sent_weekly_digest,2
20,2014-06-11 09:30,email_open,2
20,2014-06-18 09:30,sent_weekly_digest,2
20,2014-06-18 09:30,email_open,2
20,2014-06-18 09:30,email_clickthrough,2
20,2014-06-25 09:30,sent_weekly_digest,2
20,2014-06-25 09:30,email_open,2
20,2014-07-02 09:30,sent_weekly_digest,2
20,2014-07-09 09:30,sent_weekly_digest,2
20,2014-07-09 09:30,email_open,2
20,2014-07-09 09:30,email_clickthrough,2
20,2014-07-16 09:30,sent_weekly_digest,2
20,2014-07-23 09:30,sent_weekly_digest,2
20,2014-07-23 09:30,email_open,2
20,2014-07-30 09:30,sent_weekly_digest,2
20,2014-07-30 09:30,email_open,2
20,2014-08-06 09:30,sent_weekly_digest,2
20,2014-08-13 09:30,sent_weekly_digest,2
20,2014-08-20 09:30,sent_weekly_digest,2
20,2014-08-20 09:30,email_open,2
20,2014-08-20 09:31,email_clickthrough,2
20,2014-08-27 09:30,sent_weekly_digest,2
20,2014-08-27 09:30,email_open,2
22,2014-05-07 09:30,sent_weekly_digest,1
22,2014-05-07 09:30,email_open,1
22,2014-05-07 09:30,email_clickthrough,1
22,2014-05-14 09:30,sent_weekly_digest,1
22,2014-05-21 09:30,sent_weekly_digest,1
22,2014-05-21 09:30,email_open,1
22,2014-05-21 09:30,email_clickthrough,1
22,2014-05-28 09:30,sent_weekly_digest,1
22,2014-05-28 09:30,email_open,1
22,2014-06-04 09:30,sent_weekly_digest,1
22,2014-06-04 09:30,email_open,1
22,2014-06-11 09:30,sent_weekly_digest,1
22,2014-06-11 09:30,email_open,1
22,2014-06-11 09:31,email_clickthrough,1
22,2014-06-18 09:30,sent_weekly_digest,1
22,2014-06-25 09:30,sent_weekly_digest,1
22,2014-07-02 09:30,sent_weekly_digest,1
22,2014-07-09 09:30,sent_weekly_digest,1
22,2014-07-16 09:30,sent_weekly_digest,1
22,2014-07-23 09:30,sent_weekly_digest,1
22,2014-07-30 09:30,sent_weekly_digest,1
22,2014-08-06 09:30,sent_weekly_digest,1
22,2014-08-13 09:30,sent_weekly_digest,1
22,2014-08-13 09:30,email_open,1
22,2014-08-20 09:30,sent_weekly_digest,1
22,2014-08-27 09:30,sent_weekly_digest,1
22,2014-08-27 09:30,email_open,1
30,2014-05-01 09:30,sent_weekly_digest,2
30,2014-05-08 09:30,sent_weekly_digest,2
30,2014-05-15 09:30,sent_weekly_digest,2
30,2014-05-22 09:30,sent_weekly_digest,2
30,2014-05-22 09:30,email_open,2
30,2014-05-29 09:30,sent_weekly_digest,2
30,2014-05-29 09:30,email_open,2
30,2014-06-05 09:30,sent_weekly_digest,2
30,2014-06-12 09:30,sent_weekly_digest,2
30,2014-06-19 09:30,sent_weekly_digest,2
30,2014-06-19 09:30,email_open,2
30,2014-06-19 09:30,email_clickthrough,2
30,2014-06-26 09:30,sent_weekly_digest,2
30,2014-07-03 09:30,sent_weekly_digest,2
30,2014-07-10 09:30,sent_weekly_digest,2
30,2014-07-17 09:30,sent_weekly_digest,2
30,2014-07-17 09:30,email_open,2
30,2014-07-24 09:30,sent_weekly_digest,2
30,2014-07-31 09:30,sent_weekly_digest,2
30,2014-08-07 09:30,sent_weekly_digest,2
30,2014-08-14 09:30,sent_weekly_digest,2
30,2014-08-14 09:30,email_open,2
30,2014-08-21 09:30,sent_weekly_digest,2
30,2014-08-21 09:30,email_open,2
30,2014-08-28 09:30,sent_weekly_digest,2
49,2014-05-05 09:30,sent_weekly_digest,2
49,2014-05-05 09:30,email_open,2
49,2014-05-12 09:30,sent_weekly_digest,2
49,2014-05-19 09:30,sent_weekly_digest,2
49,2014-05-26 09:30,sent_weekly_digest,2
49,2014-06-02 09:30,sent_weekly_digest,2
49,2014-06-02 09:30,email_open,2
49,2014-06-02 09:30,email_clickthrough,2
49,2014-06-09 09:30,sent_weekly_digest,2
49,2014-06-16 09:30,sent_weekly_digest,2
49,2014-06-23 09:30,sent_weekly_digest,2
49,2014-06-30 09:30,sent_weekly_digest,2
49,2014-07-07 09:30,sent_weekly_digest,2
49,2014-07-14 09:30,sent_weekly_digest,2
49,2014-07-21 09:30,sent_weekly_digest,2
49,2014-07-21 09:30,email_open,2
49,2014-07-28 09:30,sent_weekly_digest,2
49,2014-07-28 09:30,email_open,2
49,2014-08-04 09:30,sent_weekly_digest,2
49,2014-08-04 09:30,email_open,2
49,2014-08-11 09:30,sent_weekly_digest,2
49,2014-08-18 09:30,sent_weekly_digest,2
49,2014-08-25 09:30,sent_weekly_digest,2
59,2014-05-05 09:30,sent_weekly_digest,1
59,2014-05-12 09:30,sent_weekly_digest,1
59,2014-05-19 09:30,sent_weekly_digest,1
59,2014-05-26 09:30,sent_weekly_digest,1
59,2014-05-26 09:30,email_open,1
59,2014-06-02 09:30,sent_weekly_digest,1
59,2014-06-02 09:30,email_open,1
59,2014-06-02 09:31,email_clickthrough,1
59,2014-06-09 09:30,sent_weekly_digest,1
59,2014-06-16 09:30,sent_weekly_digest,1
59,2014-06-23 09:30,sent_weekly_digest,1
59,2014-06-30 09:30,sent_weekly_digest,1
59,2014-07-07 09:30,sent_weekly_digest,1
59,2014-07-14 09:30,sent_weekly_digest,1
59,2014-07-14 09:30,email_open,1
59,2014-07-21 09:30,sent_weekly_digest,1
59,2014-07-28 09:30,sent_weekly_digest,1
59,2014-08-04 09:30,sent_weekly_digest,1
59,2014-08-04 09:30,email_open,1
59,2014-08-04 09:31,email_clickthrough,1
59,2014-08-11 09:30,sent_weekly_digest,1
59,2014-08-11 09:30,email_open,1
59,2014-08-11 09:31,email_clickthrough,1
59,2014-08-18 09:30,sent_weekly_digest,1
59,2014-08-25 09:30,sent_weekly_digest,1
64,2014-05-05 09:30,sent_weekly_digest,2
64,2014-05-12 09:30,sent_weekly_digest,2
64,2014-05-19 09:30,sent_weekly_digest,2
64,2014-05-26 09:30,sent_weekly_digest,2
64,2014-06-02 09:30,sent_weekly_digest,2
64,2014-06-09 09:30,sent_weekly_digest,2
64,2014-06-16 09:30,sent_weekly_digest,2
64,2014-06-23 09:30,sent_weekly_digest,2
64,2014-06-23 09:30,email_open,2
64,2014-06-23 09:30,email_clickthrough,2
64,2014-06-30 09:30,sent_weekly_digest,2
64,2014-06-30 09:30,email_open,2
64,2014-07-07 09:30,sent_weekly_digest,2
64,2014-07-07 09:30,email_open,2
64,2014-07-07 09:30,email_clickthrough,2
64,2014-07-14 09:30,sent_weekly_digest,2
64,2014-07-14 09:30,email_open,2
64,2014-07-21 09:30,sent_weekly_digest,2
64,2014-07-28 09:30,sent_weekly_digest,2
64,2014-07-28 09:30,email_open,2
64,2014-08-04 09:30,sent_weekly_digest,2
64,2014-08-11 09:30,sent_weekly_digest,2
64,2014-08-18 09:30,sent_weekly_digest,2
64,2014-08-25 09:30,sent_weekly_digest,2
66,2014-05-05 09:30,sent_weekly_digest,1
66,2014-05-12 09:30,sent_weekly_digest,1
66,2014-05-19 09:30,sent_weekly_digest,1
66,2014-05-26 09:30,sent_weekly_digest,1
66,2014-06-02 09:30,sent_weekly_digest,1
66,2014-06-09 09:30,sent_weekly_digest,1
66,2014-06-09 09:30,email_open,1
66,2014-06-16 09:30,sent_weekly_digest,1
66,2014-06-16 09:30,email_open,1
66,2014-06-23 09:30,sent_weekly_digest,1
66,2014-06-30 09:30,sent_weekly_digest,1
66,2014-07-07 09:30,sent_weekly_digest,1
66,2014-07-07 09:30,email_open,1
66,2014-07-14 09:30,sent_weekly_digest,1
66,2014-07-21 09:30,sent_weekly_digest,1
66,2014-07-28 09:30,sent_weekly_digest,1
66,2014-07-28 09:30,email_open,1
66,2014-08-04 09:30,sent_weekly_digest,1
66,2014-08-11 09:30,sent_weekly_digest,1
66,2014-08-18 09:30,sent_weekly_digest,1
66,2014-08-25 09:30,sent_weekly_digest,1
66,2014-08-25 09:30,email_open,1
67,2014-05-05 09:30,sent_weekly_digest,1
67,2014-05-12 09:30,sent_weekly_digest,1
67,2014-05-19 09:30,sent_weekly_digest,1
67,2014-05-26 09:30,sent_weekly_digest,1
67,2014-05-26 09:30,email_open,1
67,2014-06-02 09:30,sent_weekly_digest,1
67,2014-06-09 09:30,sent_weekly_digest,1
67,2014-06-16 09:30,sent_weekly_digest,1
67,2014-06-23 09:30,sent_weekly_digest,1
67,2014-06-30 09:30,sent_weekly_digest,1
67,2014-06-30 09:30,email_open,1
67,2014-07-07 09:30,sent_weekly_digest,1
67,2014-07-07 09:30,email_open,1
67,2014-07-14 09:30,sent_weekly_digest,1
67,2014-07-21 09:30,sent_weekly_digest,1
67,2014-07-28 09:30,sent_weekly_digest,1
67,2014-08-04 09:30,sent_weekly_digest,1
67,2014-08-11 09:30,sent_weekly_digest,1
67,2014-08-11 09:30,email_open,1
67,2014-08-18 09:30,sent_weekly_digest,1
67,2014-08-25 09:30,sent_weekly_digest,1
67,2014-08-25 09:30,email_open,1
78,2014-05-06 09:30,sent_weekly_digest,2
78,2014-05-13 09:30,sent_weekly_digest,2
78,2014-05-20 09:30,sent_weekly_digest,2
78,2014-05-20 09:30,email_open,2
78,2014-05-27 09:30,sent_weekly_digest,2
78,2014-06-03 09:30,sent_weekly_digest,2
78,2014-06-10 09:30,sent_weekly_digest,2
78,2014-06-17 09:30,sent_weekly_digest,2
78,2014-06-17 09:30,email_open,2
78,2014-06-17 09:31,email_clickthrough,2
78,2014-06-24 09:30,sent_weekly_digest,2
78,2014-07-01 09:30,sent_weekly_digest,2
78,2014-07-08 09:30,sent_weekly_digest,2
78,2014-07-08 09:30,email_open,2
78,2014-07-15 09:30,sent_weekly_digest,2
78,2014-07-22 09:30,sent_weekly_digest,2
78,2014-07-22 09:30,email_open,2
78,2014-07-22 09:30,email_clickthrough,2
78,2014-07-29 09:30,sent_weekly_digest,2
78,2014-07-29 09:30,email_open,2
78,2014-07-29 09:31,email_clickthrough,2
78,2014-08-05 09:30,sent_weekly_digest,2
78,2014-08-12 09:30,sent_weekly_digest,2
78,2014-08-12 09:30,email_open,2
78,2014-08-19 09:30,sent_weekly_digest,2
78,2014-08-19 09:30,email_open,2
78,2014-08-19 09:31,email_clickthrough,2
78,2014-08-26 09:30,sent_weekly_digest,2
80,2014-05-06 09:30,sent_weekly_digest,1
80,2014-05-13 09:30,sent_weekly_digest,1
80,2014-05-13 09:30,email_open,1
80,2014-05-13 09:30,email_clickthrough,1
80,2014-05-20 09:30,sent_weekly_digest,1
80,2014-05-20 09:30,email_open,1
80,2014-05-27 09:30,sent_weekly_digest,1
80,2014-05-27 09:30,email_open,1
80,2014-06-03 09:30,sent_weekly_digest,1
80,2014-06-10 09:30,sent_weekly_digest,1
80,2014-06-17 09:30,sent_weekly_digest,1
80,2014-06-24 09:30,sent_weekly_digest,1
80,2014-07-01 09:30,sent_weekly_digest,1
80,2014-07-08 09:30,sent_weekly_digest,1
80,2014-07-08 09:30,email_open,1
80,2014-07-15 09:30,sent_weekly_digest,1
80,2014-07-22 09:30,sent_weekly_digest,1
80,2014-07-29 09:30,sent_weekly_digest,1
80,2014-07-29 09:30,email_open,1
80,2014-08-05 09:30,sent_weekly_digest,1
80,2014-08-05 09:30,email_open,1
80,2014-08-05 09:31,email_clickthrough,1
80,2014-08-12 09:30,sent_weekly_digest,1
80,2014-08-19 09:30,sent_weekly_digest,1
80,2014-08-19 09:30,email_open,1
80,2014-08-26 09:30,sent_weekly_digest,1
83,2014-05-07 09:30,sent_weekly_digest,1
83,2014-05-14 09:30,sent_weekly_digest,1
83,2014-05-21 09:30,sent_weekly_digest,1
83,2014-05-28 09:30,sent_weekly_digest,1
83,2014-06-04 09:30,sent_weekly_digest,1
83,2014-06-04 09:30,email_open,1
83,2014-06-04 09:30,email_clickthrough,1
83,2014-06-11 09:30,sent_weekly_digest,1
83,2014-06-18 09:30,sent_weekly_digest,1
83,2014-06-18 09:30,email_open,1
83,2014-06-25 09:30,sent_weekly_digest,1
83,2014-06-25 09:30,email_open,1
83,2014-07-02 09:30,sent_weekly_digest,1
83,2014-07-09 09:30,sent_weekly_digest,1
83,2014-07-16 09:30,sent_weekly_digest,1
83,2014-07-23 09:30,sent_weekly_digest,1
83,2014-07-30 09:30,sent_weekly_digest,1
83,2014-08-06 09:30,sent_weekly_digest,1
83,2014-08-13 09:30,sent_weekly_digest,1
83,2014-08-20 09:30,sent_weekly_digest,1
83,2014-08-27 09:30,sent_weekly_digest,1
83,2014-08-27 09:30,email_open,1
86,2014-05-07 09:30,sent_weekly_digest,1
86,2014-05-14 09:30,sent_weekly_digest,1
86,2014-05-21 09:30,sent_weekly_digest,1
86,2014-05-28 09:30,sent_weekly_digest,1
86,2014-05-28 09:30,email_open,1
86,2014-05-28 09:31,email_clickthrough,1
86,2014-06-04 09:30,sent_weekly_digest,1
86,2014-06-11 09:30,sent_weekly_digest,1
86,2014-06-18 09:30,sent_weekly_digest,1
86,2014-06-25 09:30,sent_weekly_digest,1
86,2014-06-25 09:30,email_open,1
86,2014-07-02 09:30,sent_weekly_digest,1
86,2014-07-09 09:30,sent_weekly_digest,1
86,2014-07-16 09:30,sent_weekly_digest,1
86,2014-07-23 09:30,sent_weekly_digest,1
86,2014-07-30 09:30,sent_weekly_digest,1
86,2014-08-06 09:30,sent_weekly_digest,1
86,2014-08-06 09:30,email_open,1
86,2014-08-06 09:30,email_clickthrough,1
86,2014-08-13 09:30,sent_weekly_digest,1
86,2014-08-20 09:30,sent_weekly_digest,1
86,2014-08-27 09:30,sent_weekly_digest,1
86,2014-08-27 09:30,email_open,1
86,2014-08-27 09:31,email_clickthrough,1
98,2014-05-01 09:30,sent_weekly_digest,2
98,2014-05-08 09:30,sent_weekly_digest,2
98,2014-05-08 09:30,email_open,2
98,2014-05-15 09:30,sent_weekly_digest,2
98,2014-05-22 09:30,sent_weekly_digest,2
98,2014-05-22 09:30,email_open,2
98,2014-05-29 09:30,sent_weekly_digest,2
98,2014-06-05 09:30,sent_weekly_digest,2
98,2014-06-12 09:30,sent_weekly_digest,2
98,2014-06-19 09:30,sent_weekly_digest,2
98,2014-06-19 09:30,email_open,2
98,2014-06-19 09:30,email_clickthrough,2
98,2014-06-26 09:30,sent_weekly_digest,2
98,2014-06-26 09:30,email_open,2
98,2014-07-03 09:30,sent_weekly_digest,2
98,2014-07-10 09:30,sent_weekly_digest,2
98,2014-07-10 09:30,email_open,2
98,2014-07-17 09:30,sent_weekly_digest,2
98,2014-07-24 09:30,sent_weekly_digest,2
98,2014-07-31 09:30,sent_weekly_digest,2
98,2014-08-07 09:30,sent_weekly_digest,2
98,2014-08-07 09:30,email_open,2
98,2014-08-14 09:30,sent_weekly_digest,2
98,2014-08-21 09:30,sent_weekly_digest,2
98,2014-08-21 09:30,email_open,2
98,2014-08-21 09:30,email_clickthrough,2
98,2014-08-28 09:30,sent_weekly_digest,2
101,2014-05-01 09:30,sent_weekly_digest,1
101,2014-05-08 09:30,sent_weekly_digest,1
101,2014-05-08 09:30,email_open,1
101,2014-05-08 09:30,email_clickthrough,1
101,2014-05-15 09:30,sent_weekly_digest,1
101,2014-05-22 09:30,sent_weekly_digest,1
101,2014-05-29 09:30,sent_weekly_digest,1
101,2014-06-05 09:30,sent_weekly_digest,1
101,2014-06-12 09:30,sent_weekly_digest,1
101,2014-06-19 09:30,sent_weekly_digest,1
101,2014-06-19 09:30,email_open,1
101,2014-06-19 09:30,email_clickthrough,1
101,2014-06-26 09:30,sent_weekly_digest,1
101,2014-07-03 09:30,sent_weekly_digest,1
101,2014-07-03 09:30,email_open,1
101,2014-07-10 09:30,sent_weekly_digest,1
101,2014-07-17 09:30,sent_weekly_digest,1
101,2014-07-17 09:30,email_open,1
101,2014-07-24 09:30,sent_weekly_digest,1
101,2014-07-24 09:30,email_open,1
101,2014-07-31 09:30,sent_weekly_digest,1
101,2014-07-31 09:30,email_open,1
101,2014-07-31 09:31,email_clickthrough,1
101,2014-08-07 09:30,sent_weekly_digest,1
101,2014-08-07 09:30,email_open,1
101,2014-08-07 09:30,email_clickthrough,1
101,2014-08-14 09:30,sent_weekly_digest,1
101,2014-08-14 09:30,email_open,1
101,2014-08-14 09:31,email_clickthrough,1
101,2014-08-21 09:30,sent_weekly_digest,1
101,2014-08-21 09:30,email_open,1
101,2014-08-21 09:31,email_clickthrough,1
101,2014-08-28 09:30,sent_weekly_digest,1
108,2014-05-02 09:30,sent_weekly_digest,1
108,2014-05-02 09:30,email_open,1
108,2014-05-09 09:30,sent_weekly_digest,1
108,2014-05-09 09:30,email_open,1
108,2014-05-16 09:30,sent_weekly_digest,1
108,2014-05-23 09:30,sent_weekly_digest,1
108,2014-05-23 09:30,email_open,1
108,2014-05-30 09:30,sent_weekly_digest,1
108,2014-06-06 09:30,sent_weekly_digest,1
108,2014-06-06 09:30,email_open,1
108,2014-06-13 09:30,sent_weekly_digest,1
108,2014-06-20 09:30,sent_weekly_digest,1
108,2014-06-20 09:30,email_open,1
108,2014-06-27 09:30,sent_weekly_digest,1
108,2014-07-04 09:30,sent_weekly_digest,1
108,2014-07-11 09:30,sent_weekly_digest,1
108,2014-07-11 09:30,email_open,1
108,2014-07-18 09:30,sent_weekly_digest,1
108,2014-07-25 09:30,sent_weekly_digest,1
108,2014-08-01 09:30,sent_weekly_digest,1
108,2014-08-01 09:30,email_open,1
108,2014-08-08 09:30,sent_weekly_digest,1
108,2014-08-15 09:30,sent_weekly_digest,1
108,2014-08-15 09:30,email_open,1
108,2014-08-22 09:30,sent_weekly_digest,1
108,2014-08-29 09:30,sent_weekly_digest,1
117,2014-05-05 09:30,sent_weekly_digest,1
117,2014-05-05 09:30,email_open,1
117,2014-05-12 09:30,sent_weekly_digest,1
117,2014-05-19 09:30,sent_weekly_digest,1
117,2014-05-26 09:30,sent_weekly_digest,1
117,2014-06-02 09:30,sent_weekly_digest,1
117,2014-06-09 09:30,sent_weekly_digest,1
117,2014-06-16 09:30,sent_weekly_digest,1
117,2014-06-23 09:30,sent_weekly_digest,1
117,2014-06-30 09:30,sent_weekly_digest,1
117,2014-07-07 09:30,sent_weekly_digest,1
117,2014-07-14 09:30,sent_weekly_digest,1
117,2014-07-14 09:30,email_open,1
117,2014-07-21 09:30,sent_weekly_digest,1
117,2014-07-28 09:30,sent_weekly_digest,1
117,2014-07-28 09:30,email_open,1
117,2014-08-04 09:30,sent_weekly_digest,1
117,2014-08-11 09:30,sent_weekly_digest,1
117,2014-08-18 09:30,sent_weekly_digest,1
117,2014-08-25 09:30,sent_weekly_digest,1
117,2014-08-25 09:30,email_open,1
120,2014-05-05 09:30,sent_weekly_digest,2
120,2014-05-12 09:30,sent_weekly_digest,2
120,2014-05-19 09:30,sent_weekly_digest,2
120,2014-05-26 09:30,sent_weekly_digest,2
120,2014-05-26 09:30,email_open,2
120,2014-06-02 09:30,sent_weekly_digest,2
120,2014-06-09 09:30,sent_weekly_digest,2
120,2014-06-16 09:30,sent_weekly_digest,2
120,2014-06-23 09:30,sent_weekly_digest,2
120,2014-06-30 09:30,sent_weekly_digest,2
120,2014-06-30 09:30,email_open,2
120,2014-07-07 09:30,sent_weekly_digest,2
120,2014-07-14 09:30,sent_weekly_digest,2
120,2014-07-14 09:30,email_open,2
120,2014-07-21 09:30,sent_weekly_digest,2
120,2014-07-28 09:30,sent_weekly_digest,2
120,2014-08-04 09:30,sent_weekly_digest,2
120,2014-08-11 09:30,sent_weekly_digest,2
120,2014-08-11 09:30,email_open,2
120,2014-08-18 09:30,sent_weekly_digest,2
120,2014-08-25 09:30,sent_weekly_digest,2
124,2014-05-05 09:30,sent_weekly_digest,3
124,2014-05-12 09:30,sent_weekly_digest,3
124,2014-05-19 09:30,sent_weekly_digest,3
124,2014-05-19 09:30,email_open,3
124,2014-05-26 09:30,sent_weekly_digest,3
124,2014-05-26 09:30,email_open,3
124,2014-06-02 09:30,sent_weekly_digest,3
124,2014-06-09 09:30,sent_weekly_digest,3
124,2014-06-16 09:30,sent_weekly_digest,3
124,2014-06-23 09:30,sent_weekly_digest,3
124,2014-06-30 09:30,sent_weekly_digest,3
124,2014-06-30 09:30,email_open,3
124,2014-06-30 09:30,email_clickthrough,3
124,2014-07-07 09:30,sent_weekly_digest,3
124,2014-07-07 09:30,email_open,3
124,2014-07-14 09:30,sent_weekly_digest,3
124,2014-07-21 09:30,sent_weekly_digest,3
124,2014-07-28 09:30,sent_weekly_digest,3
124,2014-08-04 09:30,sent_weekly_digest,3
124,2014-08-04 09:30,email_open,3
124,2014-08-04 09:30,email_clickthrough,3
124,2014-08-11 09:30,sent_weekly_digest,3
124,2014-08-18 09:30,sent_weekly_digest,3
124,2014-08-18 09:30,email_open,3
124,2014-08-25 09:30,sent_weekly_digest,3
128,2014-05-05 09:30,sent_weekly_digest,2
128,2014-05-12 09:30,sent_weekly_digest,2
128,2014-05-12 09:30,email_open,2
128,2014-05-12 09:30,email_clickthrough,2
128,2014-05-19 09:30,sent_weekly_digest,2
128,2014-05-26 09:30,sent_weekly_digest,2
128,2014-05-26 09:30,email_open,2
